position;company;reviews;clean_position;city;state;python;statistics;mathematics;java;sql;excel;modeling;c++;r;visualization;ml;ai;has_phd;has_bachelor;has_master;;;;;
Senior Project Development Leader;RTI International;208;other role;Washington;DC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Tableau Developer/Admin SME;Salient CRGT;0;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Supervisory Chemist or Supervisory Toxicologist (Forensics); Deputy Director;Court Services and Offender Supervision Agency for DC;6;other role;Washington;DC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Autonomous System and Machine Learning Engineer;Centra Technology;7;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;;;;;
Product Compliance Scientist - USAMMDA - Active Secret Clearance Required;Patricio Enterprises;53;data scientist;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Help Desk Systems Administrator;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Product Manager;Optoro;15;other role;Washington;DC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Quantitative Analyst Model Validation;Ashton Lane Group;0;data analyst;Washington;DC;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Sr. Business Development Manager; Advocacy & Nonprofit;Civis Analytics;0;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Software Engineer - Management Analyst II; (ID#12759);Cherokee Nation Businesses;79;data analyst;Washington;DC;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;;;;
Requirements Manager (Active Top Secret);Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Technical Writer;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Operations Research Analyst; Senior;ManTech International Corporation;1233;data analyst;Washington;DC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;
SENIOR SOFTWARE ENGINEER;BlueLabs Analytics;0;software engineer;Washington;DC;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Sr Financial/Statistical Methodologist Analyst AMRC;Leidos;525;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior .Net Developer;Jacobs;2380;other role;Washington;DC;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Sr. Red Team Operator;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Executive Operations Research Analyst-Must have Clearance;Steel Point Solutions;0;data analyst;Washington;DC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Government Services Solution Architect;xentity corporation;2;other role;Washington;DC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
AVP Quantitative Analyst Model Validation;Ashton Lane Group;0;data analyst;Washington;DC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Senior Project and Business Development Leader;RTI International;208;other role;Washington;DC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Federal - Analytics Consultant;Accenture;14200;other role;Washington;DC;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Statistical Programming Analyst;Pragmatics;24;data analyst;Washington;DC;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Machine Learning Developer;ERPi;2;other role;Washington;DC;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Sr Principal Apps System Engineer - Data Science-90229496 - Washington;Amtrak;643;data scientist;Washington;DC;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;;;;;
Forward Deployed Solution Engineer / Sales Engineer (Federal);C3 IoT;0;other role;Washington;DC;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Staff Mechanical Engineer - Mission Critical;Burns & McDonnell;152;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Engineer;Will-N-Able;0;data engineer;Washington;DC;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
GIS Software Engineer - C# .Net (TS/SCI req'd);BigBear, Inc.;8;software engineer;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Geospatial Program Manager;Radiant Solutions;16;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Sr. Splunk Engineer;Jacobs;2380;other role;Washington;DC;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Director Quantitative Analyst Model Validation;Ashton Lane Group;0;data analyst;Washington;DC;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Research Assistant (Statistical)/Survey Analyst;Z FEDERAL;0;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Analyst / Systems Engineer;Belcan Government Services;4;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Associate/Manager; Healthcare Public Relations;Burson-Marsteller;49;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
.NET/SharePoint Developer;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior IRT Analyst;Jacobs;2380;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Hadoop / Linux Engineer;CSRA;296;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Manager – Statistical Analysis / Quantitative Modeling;Ashton Lane Group;0;other role;Washington;DC;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Senior Developer;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Chief Meetings & Industry Officer – The Optical Society;Staffing Advisors;3;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Software Engineer; Web Applications;FiscalNote;0;software engineer;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;
Operations Research Systems Analyst;Belcan Government Services;4;data analyst;Washington;DC;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr. Cloud Security Specialist;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
End User IT Support Administrator (TS/SCI);Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Sr Operational Research Analyst - Performance Management Consulting - ADO;Leidos;525;data analyst;Washington;DC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr. Systems Analyst (Active Top Secret);Jacobs;2380;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Government Enterprise Architect;xentity corporation;2;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Research Analyst- Physics/Hazard;Institute for Defense Analyses;24;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Market Research Senior Analyst; Federal Marketing Team;Penn Schoen Berland;2;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
SOFTWARE ENGINEER;BlueLabs Analytics;0;software engineer;Washington;DC;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Quantitative Analytics & Model Development Analyst Sr;PNC Financial Services Group;4650;data analyst;Washington;DC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Artificial Intelligence/Machine Learning Specialist;Array Architects Inc;0;other role;Washington;DC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;;;;
Facilities Manager;Carnegie Institution;0;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Application Security Assessor/Penetration Tester;Jacobs;2380;other role;Washington;DC;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Statistician;CGI;2065;other role;Washington;DC;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr Research Analyst;CBRE;2059;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Quantitative Analyst;Fannie Mae;880;data analyst;Washington;DC;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Data Integration Engineer;Jacobs;2380;other role;Washington;DC;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Statistical Programming Analyst;Pragmatics;24;data analyst;Washington;DC;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Operations Research Analyst;Summit Technologies, Inc.;25;data analyst;Washington;DC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
DIRECTOR OF CORPORATE SOLUTIONS;BlueLabs Analytics;0;other role;Washington;DC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Physicist;KEYW Corporation;30;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Paid Digital Media Lead;Wunderman;195;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Scientist;MedStar Health Research Institute;338;data scientist;Washington;DC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Geospatial Architect;xentity corporation;2;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
CPIC Business Case Support Analyst ( Washington; DC);xentity corporation;2;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;
Senior Data Scientist;ERPi;2;data scientist;Washington;DC;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;;
Territory Sales Manager;JUUL Labs;2;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Research Analyst II; Secretariat; Global Commission on Adaptation;World Resources Institute;19;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;
Senior Analyst; U.S. Climate Policy;Environmental Defense Fund;29;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Military and Policy Research Analyst;Applied Research Associates, Inc;39;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Data Analytics & Trend Analysis;Leidos;525;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Statistical Engineer - Financial Services - Washington DC;Courtney Raymond Consultants;0;other role;Washington;DC;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Federal Account Manager;NOKIA;3372;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Research Analyst;Applied Memetics LLC;22;data analyst;Washington;DC;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Operational Research Analyst - Reporting ADO;Leidos;525;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
UX Product Designer;Pivotal Software;16;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Operations Research Analyst;CMTC;12;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
GIS Solution Lead;Hatch;267;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Sr. Data Infrastructure Engineer;Novetta;24;other role;Washington;DC;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Staff Environmental Scientist;Arcadis;252;data scientist;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Operational Research Analyst - Performance Metrics ADO;Leidos;525;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr. Business Process Reengineering Specialist;CGI;2065;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Sr. DBA;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
IT Policy & Research Analyst;Total Systems Technologies Corporation;0;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Scientist - Chemical Biological Associate;Noblis;32;data scientist;Washington;DC;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Project Management Solutions Expert;ICF;392;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Operational Research Analyst - Communications and Marketing ADO;Leidos;525;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
SQL DBA;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Analyst; Research & Evaluation;Links Global;2;data analyst;Washington;DC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;
Biostatistician Support - USAMMDA - Active Secret Clearance Required;Patricio Enterprises;53;other role;Washington;DC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
STRATEGIC ACCOUNT MANAGER; WORKFLOWS;Unchained Labs;0;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Senior Analyst;Scientific Research Corporation;90;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Science Practice Lead;Analytic Recruiting;2;data scientist;Washington;DC;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;;;;
Sales Director - Federal;Zoomdata;3;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Engineer/Research & Development Analyst;CACI;1359;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Political Compliance Manager;Aristotle;7;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Manager; Chesapeake Program;National Fish Wildlife Foundation;0;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;
SENIOR CAMPAIGN ANALYST;BlueLabs Analytics;0;data analyst;Washington;DC;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Web Analyst & Technical Editor; AARP Research;AARP;889;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Technical Research Project Analyst;RAND Corporation;30;data analyst;Washington;DC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Counterintelligence and Law Enforcement SME;Noblis;32;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior ESG Research Analyst;Eaton Vance;28;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Aerospace Systems Analyst;Radiant Solutions;16;data analyst;Washington;DC;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Front End Developer;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Accountant; Accounts Receivable & General Ledger (AR&GL);American Geophysical Union;12;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Machine Learning Scientists;RMworkforce;0;data scientist;Washington;DC;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Machine Learning Engineer;Quantronix Inc;5;other role;Washington;DC;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Full Stack Engineer;The Kenjya-Trusant Group, LLC;0;other role;Washington;DC;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Analyst;Summit Technologies, Inc.;25;data analyst;Washington;DC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Red Team Operator;Jacobs;2380;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Scientist I;Carney;5;data scientist;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Intelligence Research Analyst;Perspecta;12;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Romanian Research Analyst;Novetta;24;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;;;;;
Vice President; DFIR;Stroz Friedberg;14;other role;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;
Greek-Italian Research Analyst;Novetta;24;data analyst;Washington;DC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;;;;;
Data Scientist;Booz Allen Hamilton;1655;data scientist;Washington;DC;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Graduate Studies Program - Data Scientist;Central Intelligence Agency;151;data scientist;Washington;DC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
